Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
BY7564,Won,2025-06-22,2025-05-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
BY7690,Won,2024-11-08,2024-10-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BY8020,Won,2025-11-02,2025-10-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BY8095,Won,2025-06-19,2025-06-03,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2025.0,1
BY8178,Won,2025-11-28,2025-11-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BY9030,Won,2024-07-04,2024-06-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BY9112,Churned,2024-06-30,2024-05-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BY9508,Won,2024-09-13,2024-08-01,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BZ0371,Won,2025-08-01,2025-07-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
BZ0389,Won,2025-03-15,2025-02-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BZ0743,Won,2024-05-04,2024-04-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BZ1029,Won,2024-10-18,2024-09-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BZ1159,Won,2025-06-08,2025-05-20,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BZ1162,Won,2025-05-17,2025-04-29,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BZ1297,Won,2025-02-22,2025-01-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BZ1297,Won,2026-02-22,2026-01-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
BZ2181,Won,2025-12-10,2025-11-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
BZ2358,Won,2024-11-28,2024-11-05,No,No,Yes,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
BZ2396,Won,2024-06-15,2024-05-28,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Renewed,Yes,3.0,2024.0,1
BZ2423,Won,2025-07-04,2025-06-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BZ2896,Won,2025-05-30,2025-04-23,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BZ3000,Won,2024-11-28,2024-11-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BZ3000,Won,2025-11-28,2025-10-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
BZ3606,Won,2025-01-19,2024-12-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
BZ3606,Won,2026-01-19,2025-12-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
BZ4347,Won,2025-04-08,2025-03-13,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BZ4377,Won,2024-09-10,2024-08-20,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
BZ4682,Won,2024-09-06,2024-08-14,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
BZ4772,Won,2025-02-21,2025-01-29,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
BZ4772,Won,2026-02-21,2026-01-27,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
BZ4981,Won,2024-10-20,2024-09-23,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
BZ6558,Won,2025-07-24,2025-07-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
BZ7302,Churned,2025-04-12,2025-03-18,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
BZ8645,Won,2025-06-26,2025-05-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BZ9132,Won,2025-02-28,2025-02-04,No,No,Yes,Yes,No,No,No,No,No,Yes,Renewed,No,2.0,2025.0,1
BZ9277,Won,2024-09-26,2024-09-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
BZ9501,Won,2025-01-29,2025-01-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BZ9671,Won,2025-03-20,2025-02-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
BZ9994,Churned,2026-01-18,2025-12-22,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,10.0,2025.0,1
CA2174,Churned,2024-12-01,2024-11-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
CA2631,Won,2024-09-26,2024-08-29,No,No,Yes,No,No,No,No,No,No,Yes,Desired to Cancel,No,1.0,2024.0,1
CA4250,Won,2026-01-14,2025-12-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CA4261,Won,2024-06-26,2024-06-07,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,2.0,2024.0,1
CA4396,Won,2024-10-13,2024-09-16,No,No,Yes,Yes,No,Yes,No,No,No,No,Desired to Cancel,No,2.0,2024.0,1
CA5517,Won,2025-04-29,2025-04-03,Yes,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
CA6563,Won,2025-04-24,2025-03-28,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,Not Discussed,6.0,2025.0,1
CA7593,Won,2025-03-03,2025-02-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
CA7646,Won,2024-06-28,2024-06-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CA7646,Won,2025-06-28,2025-06-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CA8538,Won,2026-02-25,2026-01-29,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,2.0,2026.0,1
CA9013,Won,2025-01-04,2024-12-16,Yes,No,No,No,Yes,No,No,No,No,Yes,Desired to Cancel,No,3.0,2024.0,1
CA9013,Won,2026-01-04,2025-12-09,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
CA9060,Won,2024-09-29,2024-09-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2024.0,1
CB0318,Won,2025-10-29,2025-10-01,No,No,No,No,No,No,No,No,No,Yes,Renewed,Yes,1.0,2025.0,1
CB0535,Won,2024-10-10,2024-09-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2024.0,1
CB1455,Won,2024-08-05,2024-07-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CB1455,Won,2025-08-05,2025-07-09,No,No,No,No,No,No,Yes,No,No,No,Renewed,No,2.0,2025.0,1
CB5105,Won,2026-01-30,2026-01-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
CB5518,Won,2025-09-03,2025-08-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,6.0,2025.0,1
CB6555,Won,2024-11-11,2024-10-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CB6720,Churned,2025-02-21,2025-01-27,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,4.0,2025.0,1
CB7033,Won,2024-09-24,2024-08-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
CB7710,Won,2024-06-04,2024-05-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CB8131,Won,2025-12-09,2025-11-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CB8505,Churned,2025-08-13,2025-07-24,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CB8763,Won,2024-04-19,2024-04-05,No,No,No,No,No,No,Yes,No,No,No,Renewed,No,2.0,2024.0,1
CB8812,Won,2026-03-05,2026-02-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
CB9532,Won,2024-05-11,2024-04-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CB9532,Won,2025-05-11,2025-04-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CC1009,Won,2025-01-31,2025-01-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CC1009,Won,2026-01-31,2026-01-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
CC2684,Won,2025-03-28,2025-03-14,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CC2879,Won,2025-03-05,2025-02-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CC2879,Won,2026-03-05,2026-02-10,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Desired to Cancel,No,3.0,2026.0,1
CC3698,Won,2025-02-27,2025-01-31,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CC4549,Won,2025-10-11,2025-09-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
CC5220,Won,2025-05-27,2025-05-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CC5512,Won,2024-09-19,2024-08-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CC5513,Won,2024-09-18,2024-08-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CC5513,Won,2025-09-18,2025-08-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
CC6024,Won,2025-10-26,2025-10-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,13.0,2025.0,1
CC6350,Won,2024-09-26,2024-09-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CC6350,Won,2025-09-26,2025-09-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CC6576,Won,2024-05-02,2024-04-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
CC6576,Won,2025-05-02,2025-04-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
CC6871,Won,2025-06-10,2025-05-14,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
CC7722,Won,2025-11-17,2025-10-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
CC7949,Won,2025-01-29,2025-01-02,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CC9060,Won,2026-01-25,2025-12-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CC9783,Won,2025-06-17,2025-05-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
CC9973,Won,2024-05-03,2024-04-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CC9973,Won,2025-05-03,2025-04-09,No,No,Yes,No,No,No,No,No,No,Yes,Desired to Cancel,No,4.0,2025.0,1
CD0547,Won,2025-12-16,2025-11-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
CD0724,Won,2025-08-13,2025-07-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CD1883,Won,2025-01-29,2025-01-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
CD1888,Won,2024-05-18,2024-04-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
CD3561,Won,2024-11-04,2024-10-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CD3561,Won,2025-11-04,2025-10-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,19.0,2025.0,1
CD3835,Won,2024-12-14,2024-11-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CD4528,Won,2024-11-22,2024-10-31,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CD4689,Won,2024-11-21,2024-10-25,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
CD4689,Won,2025-11-21,2025-10-27,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
CD5170,Won,2025-04-16,2025-03-20,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CD5557,Won,2024-06-08,2024-05-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CD6024,Won,2024-11-17,2024-10-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CD6024,Won,2025-11-17,2025-10-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CD6035,Won,2025-09-26,2025-09-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
CD6496,Won,2025-03-21,2025-02-24,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
CD7309,Won,2026-01-13,2025-12-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
CD7813,Won,2025-04-25,2025-04-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CD7980,Churned,2024-06-23,2024-05-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CD8264,Won,2024-12-05,2024-11-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CD8264,Won,2025-12-05,2025-11-10,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
CD9411,Won,2024-12-05,2024-11-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CD9513,Won,2024-07-19,2024-06-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CD9513,Won,2025-07-19,2025-06-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
CD9829,Won,2026-01-07,2025-12-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CD9980,Won,2025-04-29,2025-04-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CE0028,Churned,2025-09-12,2025-08-29,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
CE0301,Won,2025-05-15,2025-04-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
CE0401,Won,2024-10-02,2024-09-05,No,No,No,Yes,No,Yes,unknown,No,No,No,Renewed,No,1.0,2024.0,1
CE0401,Won,2025-10-02,2025-09-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CE0806,Churned,2025-04-03,2025-03-17,Yes,unknown,unknown,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
CE1011,Won,2025-01-08,2024-12-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CE1011,Won,2026-01-08,2025-12-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CE1336,Won,2024-07-08,2024-06-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CE1336,Won,2025-07-08,2025-06-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
CE1384,Won,2025-03-11,2025-02-12,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CE1649,Churned,2025-01-31,2025-01-16,No,No,No,No,No,No,No,Yes,No,Yes,Not Discussed,No,1.0,2025.0,1
CE2463,Won,2024-04-25,2024-04-05,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
CE2463,Churned,2025-04-25,2025-04-03,Yes,No,Yes,No,Yes,No,No,No,No,No,Desired to Cancel,No,2.0,2025.0,1
CE2814,Churned,2025-03-25,2025-02-28,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Desired to Cancel,Yes,1.0,2025.0,1
CE2972,Won,2025-03-14,2025-02-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CE3232,Won,2024-06-01,2024-05-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CE3232,Won,2025-06-01,2025-05-07,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Desired to Cancel,Yes,3.0,2025.0,1
CE3253,Won,2025-10-17,2025-09-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CE3611,Won,2024-06-20,2024-05-28,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CE3938,Won,2025-02-13,2025-01-24,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CE4864,Won,2024-06-30,2024-06-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CE5341,Won,2025-02-20,2025-02-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CE5575,Won,2025-09-05,2025-08-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
CE5925,Won,2024-08-12,2024-07-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
CE6881,Won,2025-03-14,2025-02-17,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
CE7393,Won,2026-02-09,2026-01-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
CE7818,Won,2025-03-03,2025-02-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CE8763,Won,2025-08-14,2025-07-31,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
CE8802,Won,2025-09-25,2025-08-29,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
CE9234,Won,2025-10-16,2025-09-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CE9401,Churned,2025-12-05,2025-11-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,9.0,2025.0,1
CF0283,Won,2025-10-30,2025-10-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
CF0749,Won,2025-02-19,2025-01-27,unknown,No,No,Yes,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
CF0953,Won,2025-07-21,2025-07-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CF1183,Won,2025-02-25,2025-01-31,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CF1449,Won,2025-12-09,2025-11-13,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CF2065,Won,2024-06-23,2024-06-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CF2626,Won,2024-07-22,2024-06-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CF2891,Won,2024-12-08,2024-11-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CF3095,Won,2025-03-13,2025-02-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CF3367,Won,2024-08-15,2024-07-19,No,No,Yes,No,Yes,No,No,No,No,Yes,Desired to Cancel,No,1.0,2024.0,1
CF3367,Churned,2025-08-15,2025-08-01,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,18.0,2025.0,1
CF3993,Won,2025-09-06,2025-08-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CF4331,Churned,2025-05-24,2025-04-28,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,8.0,2025.0,1
CF4538,Won,2024-08-02,2024-07-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CF4795,Churned,2025-06-16,2025-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,11.0,2025.0,1
CF5453,Won,2024-11-22,2024-11-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
CF5574,Won,2024-07-23,2024-06-12,No,No,Yes,Yes,No,Yes,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
CF5574,Churned,2025-07-23,2025-07-02,Yes,No,No,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
CF5724,Won,2024-07-02,2024-06-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CF5857,Churned,2025-03-31,2025-03-04,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
CF5931,Won,2025-11-27,2025-11-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CF7236,Won,2026-01-20,2026-01-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2026.0,1
CF7590,Won,2024-09-26,2024-08-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CF7645,Churned,2024-10-18,2024-10-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CF8020,Won,2024-12-21,2024-11-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CF8020,Won,2025-12-21,2025-11-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
CF8711,Won,2024-11-20,2024-10-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
CF9920,Won,2025-12-23,2025-12-08,No,No,No,No,No,No,No,No,No,Yes,Not Discussed,No,14.0,2025.0,1
CG0743,Churned,2025-03-28,2025-03-14,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2025.0,1
CG1469,Won,2024-07-26,2024-07-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
CG1469,Won,2025-07-26,2025-07-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
CG2425,Won,2024-07-26,2024-06-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2024.0,1
CG2623,Won,2024-06-26,2024-05-31,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
CG2788,Won,2025-01-13,2024-12-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CG3027,Won,2024-11-30,2024-11-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
CG3027,Won,2025-11-30,2025-11-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
CG3146,Won,2024-09-14,2024-08-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
CG3146,Won,2025-09-14,2025-08-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
CG3319,Won,2026-02-03,2026-01-12,No,No,No,Yes,No,Yes,No,No,No,No,Renewed,No,2.0,2026.0,1
CG3892,Churned,2024-07-29,2024-07-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CG3983,Won,2025-02-22,2025-01-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
CG5612,Won,2025-07-04,2025-06-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
CG6711,Won,2024-06-21,2024-06-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CG6711,Won,2025-06-21,2025-06-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CG8664,Won,2025-02-14,2025-01-23,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CG8664,Won,2026-02-14,2026-01-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
CG8869,Churned,2024-11-23,2024-10-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CG8896,Won,2024-04-19,2024-04-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
CG8896,Won,2025-04-19,2025-03-19,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
CG9335,Won,2024-09-24,2024-08-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CG9335,Won,2025-09-24,2025-08-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
CG9368,Won,2026-03-01,2026-02-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
CG9631,Won,2025-10-26,2025-09-29,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CG9955,Won,2024-11-21,2024-11-06,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
CH0026,Won,2025-02-21,2025-02-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CH0428,Won,2025-05-02,2025-04-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,9.0,2025.0,1
CH0494,Won,2025-03-07,2025-02-11,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CH0790,Won,2025-05-08,2025-04-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
CH1645,Won,2025-04-17,2025-03-24,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CH1964,Won,2026-02-19,2026-01-22,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,5.0,2026.0,1
CH2125,Won,2024-10-31,2024-09-26,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
CH2125,Won,2025-10-31,2025-10-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
CH2210,Won,2025-06-11,2025-05-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CH2462,Won,2025-03-14,2025-02-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CH2702,Won,2025-10-01,2025-09-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
CH2705,Churned,2025-09-20,2025-08-26,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,2.0,2025.0,1
CH3344,Won,2024-09-05,2024-08-19,No,No,Yes,Yes,No,Yes,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
CH3344,Won,2025-09-05,2025-08-22,No,No,Yes,Yes,No,Yes,No,No,No,No,Renewed,Yes,5.0,2025.0,1
CH4221,Won,2026-02-15,2026-01-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2026.0,1
CH4593,Won,2026-01-30,2026-01-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
CH5659,Won,2025-09-12,2025-08-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
CH6323,Won,2025-09-25,2025-09-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
